isolate,otu,mode,ehb,species,replicate,total.count,germ.total.count,germ.total.prop,col.total.count,col.total.prop,col.1.count,col.1.prop,col.2.count,col.2.prop,col.3.count,col.3.prop,col.4.count,col.4.prop,col.combined.total,col.combined.prop,ungerm.total.count,germ.2wk.count,germ.2wk.prop,germ.3wk.count,germ.3wk.prop,germ.4wk.count,germ.4wk.prop,germ.5wk.count,germ.5wk.prop,germ.6wk.count,germ.6wk.prop,germ.7wk.count,germ.7wk.prop,viable.7wk.count,viable.7wk.total,viable.7wk.prop
P0265,3,endophyte,0,Cecropia_longipes,3,20,0,0,20,1,0,0,0,0,0,0,20,1,80,1,20,7,0.35,11,0.55,12,0.6,12,0.6,12,0.6,13,0.65,4,6,0.67
P0265,3,endophyte,0,Cecropia_longipes,4,21,0,0,21,1,0,0,0,0,0,0,21,1,84,1,21,10,0.48,15,0.71,15,0.71,15,0.71,15,0.71,15,0.71,4,6,0.67
P0265,3,endophyte,0,Cecropia_longipes,5,21,0,0,21,1,0,0,0,0,0,0,21,1,84,1,21,10,0.48,12,0.57,12,0.57,12,0.57,12,0.57,15,0.71,4,8,0.5
P0265,3,endophyte,1,Cecropia_peltata,1,20,0,0,20,1,0,0,1,0.05,13,0.65,6,0.3,65,0.81,20,2,0.1,2,0.1,2,0.1,2,0.1,2,0.1,2,0.1,8,18,0.44
P0265,3,endophyte,1,Cecropia_peltata,2,20,0,0,20,1,0,0,0,0,13,0.65,7,0.35,67,0.84,20,3,0.15,4,0.2,4,0.2,4,0.2,4,0.2,4,0.2,6,16,0.38
P0265,3,endophyte,1,Cecropia_peltata,3,20,0,0,20,1,0,0,0,0,8,0.4,12,0.6,72,0.9,20,2,0.1,2,0.1,2,0.1,2,0.1,2,0.1,2,0.1,7,18,0.39
P0265,3,endophyte,1,Cecropia_peltata,4,20,0,0,20,1,0,0,2,0.1,11,0.55,7,0.35,65,0.81,20,1,0.05,1,0.05,1,0.05,1,0.05,1,0.05,1,0.05,3,19,0.16
P0265,3,endophyte,1,Cecropia_peltata,5,20,0,0,20,1,0,0,2,0.1,5,0.25,13,0.65,71,0.89,20,1,0.05,1,0.05,1,0.05,1,0.05,1,0.05,1,0.05,0,19,0
P0265,3,endophyte,0,Cecropia_peltata,1,20,0,0,20,1,7,0.35,10,0.5,2,0.1,1,0.05,37,0.46,20,1,0.05,1,0.05,1,0.05,1,0.05,1,0.05,1,0.05,8,19,0.42
P0265,3,endophyte,0,Cecropia_peltata,2,20,0,0,20,1,1,0.05,8,0.4,6,0.3,5,0.25,55,0.69,20,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0.3
P0265,3,endophyte,0,Cecropia_peltata,3,20,0,0,20,1,0,0,4,0.2,16,0.8,0,0,56,0.7,20,1,0.05,1,0.05,1,0.05,1,0.05,1,0.05,1,0.05,7,19,0.37
P0265,3,endophyte,0,Cecropia_peltata,4,20,0,0,20,1,3,0.15,10,0.5,7,0.35,0,0,44,0.55,20,3,0.15,3,0.15,3,0.15,3,0.15,3,0.15,3,0.15,2,17,0.12
P0265,3,endophyte,0,Cecropia_peltata,5,20,0,0,20,1,2,0.1,7,0.35,11,0.55,0,0,49,0.61,20,1,0.05,2,0.1,2,0.1,2,0.1,2,0.1,2,0.1,4,18,0.22
P0265,3,endophyte,1,Ochroma_pyramidale,1,20,0,0,20,1,0,0,0,0,0,0,20,1,80,1,20,0,0,0,0,0,0,0,0,1,0.05,1,0.05,19,19,1
P0265,3,endophyte,1,Ochroma_pyramidale,2,20,0,0,20,1,0,0,0,0,0,0,20,1,80,1,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0265,3,endophyte,1,Ochroma_pyramidale,3,20,0,0,20,1,0,0,0,0,0,0,20,1,80,1,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0265,3,endophyte,1,Ochroma_pyramidale,4,20,0,0,20,1,0,0,0,0,0,0,20,1,80,1,20,0,0,0,0,0,0,0,0,0,0,0,0,19,19,1
P0265,3,endophyte,1,Ochroma_pyramidale,5,20,0,0,20,1,0,0,0,0,0,0,20,1,80,1,20,0,0,0,0,0,0,0,0,0,0,0,0,18,18,1
P0265,3,endophyte,0,Ochroma_pyramidale,1,20,0,0,20,1,0,0,0,0,0,0,20,1,80,1,20,0,0,0,0,0,0,0,0,0,0,1,0.05,19,19,1
P0265,3,endophyte,0,Ochroma_pyramidale,2,20,0,0,20,1,0,0,0,0,0,0,20,1,80,1,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0265,3,endophyte,0,Ochroma_pyramidale,3,20,0,0,20,1,0,0,0,0,0,0,20,1,80,1,20,1,0.05,1,0.05,1,0.05,1,0.05,1,0.05,2,0.1,18,18,1
P0265,3,endophyte,0,Ochroma_pyramidale,4,20,0,0,20,1,0,0,0,0,0,0,20,1,80,1,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0265,3,endophyte,0,Ochroma_pyramidale,5,20,0,0,20,1,0,0,0,0,2,0.1,18,0.9,78,0.98,20,0,0,0,0,0,0,1,0.05,1,0.05,3,0.15,17,17,1
P0265,3,endophyte,1,Trema_micrantha_brown,1,20,0,0,20,1,0,0,0,0,8,0.4,12,0.6,72,0.9,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0265,3,endophyte,1,Trema_micrantha_brown,2,20,0,0,20,1,0,0,0,0,0,0,20,1,80,1,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0265,3,endophyte,1,Trema_micrantha_brown,3,20,0,0,20,1,0,0,0,0,9,0.45,11,0.55,71,0.89,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0265,3,endophyte,1,Trema_micrantha_brown,4,20,0,0,20,1,0,0,0,0,0,0,20,1,80,1,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0265,3,endophyte,1,Trema_micrantha_brown,5,20,0,0,20,1,0,0,0,0,0,0,20,1,80,1,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0265,3,endophyte,0,Trema_micrantha_brown,1,20,0,0,20,1,0,0,0,0,5,0.25,15,0.75,75,0.94,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0265,3,endophyte,0,Trema_micrantha_brown,2,20,0,0,20,1,0,0,0,0,8,0.4,12,0.6,72,0.9,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0265,3,endophyte,0,Trema_micrantha_brown,3,20,0,0,20,1,0,0,0,0,7,0.35,13,0.65,73,0.91,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0265,3,endophyte,0,Trema_micrantha_brown,4,20,0,0,20,1,0,0,0,0,5,0.25,15,0.75,75,0.94,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0265,3,endophyte,0,Trema_micrantha_brown,5,20,0,0,20,1,0,0,0,0,2,0.1,18,0.9,78,0.98,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0277,1,endophyte,1,Apeiba_tibourbou,1,20,1,0.05,20,1,20,1,0,0,0,0,0,0,20,0.25,19,2,0.11,3,0.16,5,0.26,5,0.26,5,0.26,5,0.26,12,14,0.86
P0277,1,endophyte,1,Apeiba_tibourbou,2,20,0,0,20,1,20,1,0,0,0,0,0,0,20,0.25,20,3,0.15,4,0.2,4,0.2,4,0.2,4,0.2,4,0.2,15,16,0.94
P0277,1,endophyte,1,Apeiba_tibourbou,3,20,3,0.15,20,1,20,1,0,0,0,0,0,0,20,0.25,17,1,0.06,1,0.06,1,0.06,1,0.06,1,0.06,1,0.06,13,16,0.81
P0277,1,endophyte,1,Apeiba_tibourbou,4,21,0,0,21,1,21,1,0,0,0,0,0,0,21,0.26,21,2,0.1,4,0.19,5,0.24,5,0.24,5,0.24,6,0.29,14,15,0.93
P0277,1,endophyte,1,Apeiba_tibourbou,5,20,0,0,20,1,20,1,0,0,0,0,0,0,20,0.25,20,4,0.2,4,0.2,4,0.2,4,0.2,4,0.2,5,0.25,15,15,1
P0277,1,endophyte,0,Apeiba_tibourbou,1,21,0,0,21,1,21,1,0,0,0,0,0,0,21,0.26,21,1,0.05,2,0.1,3,0.14,3,0.14,3,0.14,3,0.14,18,18,1
P0277,1,endophyte,0,Apeiba_tibourbou,2,19,0,0,19,1,19,1,0,0,0,0,0,0,19,0.24,19,0,0,1,0.05,1,0.05,2,0.11,3,0.16,4,0.21,15,15,1
P0277,1,endophyte,0,Apeiba_tibourbou,3,20,0,0,20,1,20,1,0,0,0,0,0,0,20,0.25,20,1,0.05,2,0.1,2,0.1,2,0.1,2,0.1,4,0.2,15,15,1
P0277,1,endophyte,0,Apeiba_tibourbou,4,20,1,0.05,20,1,20,1,0,0,0,0,0,0,20,0.25,19,3,0.16,4,0.21,5,0.26,6,0.32,6,0.32,6,0.32,10,13,0.77
P0277,1,endophyte,0,Apeiba_tibourbou,5,20,0,0,20,1,20,1,0,0,0,0,0,0,20,0.25,20,1,0.05,2,0.1,2,0.1,3,0.15,3,0.15,3,0.15,14,17,0.82
P0277,1,endophyte,1,Cecropia_longipes,1,21,0,0,21,1,6,0.29,15,0.71,0,0,0,0,36,0.45,21,5,0.24,6,0.29,6,0.29,7,0.33,7,0.33,7,0.33,12,13,0.92
P0277,1,endophyte,1,Cecropia_longipes,2,20,0,0,20,1,20,1,0,0,0,0,0,0,20,0.25,20,12,0.6,13,0.65,13,0.65,15,0.75,16,0.8,17,0.85,2,3,0.67
P0277,1,endophyte,1,Cecropia_longipes,3,20,0,0,20,1,0,0,16,0.8,4,0.2,0,0,44,0.55,20,12,0.6,13,0.65,15,0.75,16,0.8,16,0.8,16,0.8,3,4,0.75
P0277,1,endophyte,1,Cecropia_longipes,4,20,0,0,20,1,20,1,0,0,0,0,0,0,20,0.25,20,16,0.8,16,0.8,17,0.85,17,0.85,17,0.85,17,0.85,3,3,1
P0277,1,endophyte,1,Cecropia_longipes,5,20,0,0,20,1,20,1,0,0,0,0,0,0,20,0.25,20,18,0.9,18,0.9,17,0.85,17,0.85,19,0.95,19,0.95,1,1,1
P0277,1,endophyte,0,Cecropia_longipes,1,20,0,0,20,1,20,1,0,0,0,0,0,0,20,0.25,20,15,0.75,15,0.75,17,0.85,18,0.9,18,0.9,18,0.9,1,2,0.5
P0277,1,endophyte,0,Cecropia_longipes,2,20,0,0,20,1,19,0.95,1,0.05,0,0,0,0,21,0.26,20,14,0.7,14,0.7,15,0.75,16,0.8,16,0.8,17,0.85,2,3,0.67
P0277,1,endophyte,0,Cecropia_longipes,3,20,0,0,20,1,20,1,0,0,0,0,0,0,20,0.25,20,11,0.55,12,0.6,14,0.7,15,0.75,15,0.75,15,0.75,4,5,0.8
P0277,1,endophyte,0,Cecropia_longipes,4,20,0,0,20,1,20,1,0,0,0,0,0,0,20,0.25,20,10,0.5,11,0.55,13,0.65,14,0.7,15,0.75,18,0.9,0,2,0
P0277,1,endophyte,0,Cecropia_longipes,5,20,0,0,20,1,19,0.95,1,0.05,0,0,0,0,21,0.26,20,12,0.6,12,0.6,13,0.65,13,0.65,14,0.7,14,0.7,5,6,0.83
P0277,1,endophyte,1,Cecropia_peltata,1,23,0,0,23,1,23,1,0,0,0,0,0,0,23,0.29,23,4,0.17,4,0.17,4,0.17,4,0.17,4,0.17,4,0.17,8,19,0.42
P0277,1,endophyte,1,Cecropia_peltata,2,20,0,0,20,1,20,1,0,0,0,0,0,0,20,0.25,20,4,0.2,4,0.2,4,0.2,4,0.2,4,0.2,5,0.25,2,15,0.13
P0277,1,endophyte,1,Cecropia_peltata,3,20,0,0,20,1,19,0.95,1,0.05,0,0,0,0,21,0.26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
P0277,1,endophyte,1,Cecropia_peltata,4,20,0,0,20,1,20,1,0,0,0,0,0,0,20,0.25,20,5,0.25,5,0.25,5,0.25,5,0.25,5,0.25,5,0.25,2,14,0.14
P0277,1,endophyte,1,Cecropia_peltata,5,20,0,0,20,1,20,1,0,0,0,0,0,0,20,0.25,20,5,0.25,5,0.25,5,0.25,5,0.25,5,0.25,5,0.25,2,15,0.13
P0277,1,endophyte,0,Cecropia_peltata,1,20,0,0,20,1,20,1,0,0,0,0,0,0,20,0.25,20,2,0.1,2,0.1,2,0.1,2,0.1,2,0.1,2,0.1,1,18,0.06
P0277,1,endophyte,0,Cecropia_peltata,2,19,0,0,19,1,19,1,0,0,0,0,0,0,19,0.24,19,3,0.16,3,0.16,3,0.16,3,0.16,3,0.16,3,0.16,4,16,0.25
P0277,1,endophyte,0,Cecropia_peltata,3,20,0,0,20,1,20,1,0,0,0,0,0,0,20,0.25,20,2,0.1,2,0.1,2,0.1,2,0.1,2,0.1,2,0.1,3,17,0.18
P0277,1,endophyte,0,Cecropia_peltata,4,20,0,0,20,1,20,1,0,0,0,0,0,0,20,0.25,20,2,0.1,2,0.1,2,0.1,2,0.1,2,0.1,2,0.1,2,19,0.11
P0277,1,endophyte,0,Cecropia_peltata,5,20,0,0,20,1,20,1,0,0,0,0,0,0,20,0.25,20,7,0.35,8,0.4,8,0.4,8,0.4,8,0.4,8,0.4,0,12,0
P0277,1,endophyte,1,Ochroma_pyramidale,1,20,1,0.05,20,1,12,0.6,8,0.4,0,0,0,0,28,0.35,19,0,0,0,0,0,0,0,0,0,0,0,0,19,19,1
P0277,1,endophyte,1,Ochroma_pyramidale,2,20,0,0,20,1,16,0.8,4,0.2,0,0,0,0,24,0.3,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0277,1,endophyte,1,Ochroma_pyramidale,3,20,0,0,20,1,0,0,13,0.65,6,0.3,1,0.05,48,0.6,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0277,1,endophyte,1,Ochroma_pyramidale,4,20,1,0.05,20,1,18,0.9,2,0.1,0,0,0,0,22,0.28,19,0,0,0,0,0,0,0,0,0,0,0,0,19,19,1
P0277,1,endophyte,1,Ochroma_pyramidale,5,20,1,0.05,20,1,0,0,0,0,0,0,20,1,80,1,19,0,0,0,0,0,0,1,0.05,1,0.05,3,0.16,16,16,1
P0277,1,endophyte,0,Ochroma_pyramidale,1,20,0,0,20,1,5,0.25,15,0.75,0,0,0,0,35,0.44,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0277,1,endophyte,0,Ochroma_pyramidale,2,20,0,0,20,1,11,0.55,9,0.45,0,0,0,0,29,0.36,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0277,1,endophyte,0,Ochroma_pyramidale,3,20,0,0,20,1,5,0.25,15,0.75,0,0,0,0,35,0.44,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0277,1,endophyte,0,Ochroma_pyramidale,4,20,0,0,20,1,9,0.45,11,0.55,0,0,0,0,31,0.39,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0277,1,endophyte,0,Ochroma_pyramidale,5,20,1,0.05,20,1,0,0,20,1,0,0,0,0,40,0.5,19,0,0,0,0,0,0,0,0,0,0,0,0,19,19,1
P0277,1,endophyte,1,Trema_micrantha_brown,1,20,0,0,20,1,17,0.85,3,0.15,0,0,0,0,23,0.29,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0277,1,endophyte,1,Trema_micrantha_brown,2,20,0,0,20,1,15,0.75,5,0.25,0,0,0,0,25,0.31,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0277,1,endophyte,1,Trema_micrantha_brown,3,20,0,0,20,1,13,0.65,7,0.35,0,0,0,0,27,0.34,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0277,1,endophyte,1,Trema_micrantha_brown,4,20,0,0,20,1,15,0.75,5,0.25,0,0,0,0,25,0.31,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0277,1,endophyte,1,Trema_micrantha_brown,5,20,0,0,20,1,0,0,0,0,20,1,0,0,60,0.75,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0277,1,endophyte,0,Trema_micrantha_brown,1,20,0,0,20,1,8,0.4,12,0.6,0,0,0,0,32,0.4,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0277,1,endophyte,0,Trema_micrantha_brown,2,21,0,0,21,1,12,0.57,9,0.43,0,0,0,0,30,0.38,21,0,0,0,0,0,0,0,0,0,0,0,0,21,21,1
P0277,1,endophyte,0,Trema_micrantha_brown,3,20,0,0,20,1,10,0.5,10,0.5,0,0,0,0,30,0.38,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0277,1,endophyte,0,Trema_micrantha_brown,4,20,0,0,20,1,12,0.6,8,0.4,0,0,0,0,28,0.35,20,0,0,0,0,0,0,0,0,0,0,0,0,20,20,1
P0277,1,endophyte,0,Trema_micrantha_brown,5,21,0,0,21,1,15,0.71,6,0.29,0,0,0,0,27,0.34,21,0,0,0,0,0,0,0,0,0,0,0,0,21,21,1
P0540,4,endophyte,1,Apeiba_tibourbou,1,20,0,0,20,1,0,0,0,0,4,0.2,16,0.8,76,0.95,20,2,0.1,2,0.1,3,0.15,3,0.15,3,0.15,4,0.2,16,16,1
P0540,4,endophyte,1,Apeiba_tibourbou,2,20,1,0.05,20,1,0,0,0,0,1,0.05,19,0.95,79,0.99,19,1,0.05,3,0.16,3,0.16,4,0.21,4,0.21,6,0.32,11,11,1
P0540,4,endophyte,1,Apeiba_tibourbou,3,20,0,0,20,1,0,0,0,0,1,0.05,19,0.95,79,0.99,20,0,0,0,0,2,0.1,2,0.1,2,0.1,4,0.2,13,13,1
P0540,4,endophyte,1,Apeiba_tibourbou,4,20,0,0,20,1,0,0,0,0,7,0.35,13,0.65,73,0.91,20,2,0.1,2,0.1,2,0.1,4,0.2,6,0.3,9,0.45,14,14,1
P0540,4,endophyte,1,Apeiba_tibourbou,5,20,0,0,20,1,0,0,0,0,3,0.15,17,0.85,77,0.96,20,0,0,1,0.05,3,0.15,3,0.15,3,0.15,7,0.35,17,19,0.89
P0540,4,endophyte,0,Apeiba_tibourbou,1,21,1,0.05,21,1,0,0,0,0,2,0.1,19,0.9,82,1,20,0,0,3,0.15,3,0.15,3,0.15,4,0.2,6,0.3,17,17,1
P0540,4,endophyte,0,Apeiba_tibourbou,2,20,0,0,20,1,0,0,0,0,0,0,20,1,80,1,20,0,0,0,0,0,0,0,0,0,0,1,0.05,13,13,1
P0540,4,endophyte,0,Apeiba_tibourbou,3,20,0,0,20,1,0,0,0,0,3,0.15,17,0.85,77,0.96,20,1,0.05,2,0.1,2,0.1,2,0.1,3,0.15,3,0.15,14,16,0.88
P0540,4,endophyte,0,Apeiba_tibourbou,4,20,1,0.05,20,1,0,0,0,0,1,0.05,19,0.95,79,0.99,19,0,0,2,0.11,2,0.11,2,0.11,3,0.16,6,0.32,16,16,1
P0540,4,endophyte,0,Apeiba_tibourbou,5,20,0,0,20,1,0,0,1,0.05,3,0.15,16,0.8,75,0.94,20,0,0,1,0.05,1,0.05,3,0.15,3,0.15,3,0.15,17,20,0.85
P0540,4,endophyte,1,Cecropia_longipes,1,20,0,0,20,1,0,0,0,0,5,0.25,15,0.75,75,0.94,20,0,0,0,0,2,0.1,2,0.1,2,0.1,2,0.1,18,18,1
